"scenario","true_link_function","fitted_link_function","interaction_p","interaction_coef","dharma_uniformity_p","dharma_dispersion_p","dharma_quantile_fitted_p","dharma_quantile_predictor_p","dharma_categorical_design_p","dharma_valid_tests","dharma_tests_used","pregibon_link_test_p","dharma_wrong_uniformity_p","dharma_wrong_dispersion_p","dharma_wrong_quantile_fitted_p","dharma_wrong_quantile_predictor_p","dharma_wrong_categorical_design_p","dharma_wrong_valid_tests","dharma_wrong_tests_used","dharma_correct_uniformity_p","dharma_correct_dispersion_p","dharma_correct_quantile_fitted_p","dharma_correct_quantile_predictor_p","dharma_correct_categorical_design_p","dharma_correct_valid_tests","dharma_correct_tests_used","pregibon_wrong_p","pregibon_correct_p","aic_true_link_interaction","aic_fitted_link_interaction","aic_favors_true_link","aic_favors_fitted_link","aic_fitted_minus_true","target_fit_converged","target_fit_gradient_max","target_fit_hessian_min_eigen"
"Count errors","log","identity",3.32934602711007e-08,-1.33566664391748,0.416907921283505,0.208,0.0182476968517388,1.51396573930818e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.32745765059414e-08,0.416907921283505,0.208,0.0182476968517388,1.51396573930818e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.623211102909609,0.416,0.936351021913637,0.976908788854357,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.32745765059414e-08,0.860191533154756,719.690001943458,754.89808643244,TRUE,FALSE,35.2080844889816,NA,NA,NA
"Count errors","log","identity",0.0144613950054985,-0.595828475699342,0.524053704250126,0.184,0.000977253556426028,7.94260538413694e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.04421216445845e-07,0.524053704250126,0.184,0.000977253556426028,7.94260538413694e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.443746551620661,0.96,0.371646680432736,0.389200887526297,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.04421216445845e-07,0.622203800880706,762.773446721986,793.094210688023,TRUE,FALSE,30.3207639660375,NA,NA,NA
"Count errors","log","identity",0.000281901613041688,-0.904432253154729,0.698999342067001,0.12,6.181063717992e-08,0.00709245909046424,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.4981387593448e-06,0.698999342067001,0.12,6.181063717992e-08,0.00709245909046424,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.604567146534533,0.912,0.643561624881052,0.656390288936391,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.4981387593448e-06,0.491400707985063,738.824265813091,764.160742658212,TRUE,FALSE,25.3364768451208,NA,NA,NA
"Count errors","log","identity",8.62133277417266e-05,-0.978223195998986,0.92942986668501,0.2,0.11005177916718,0.00034921180387526,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.55817575907362e-05,0.92942986668501,0.2,0.11005177916718,0.00034921180387526,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.552445992735927,0.848,0.926012796062225,0.799652956624428,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.55817575907362e-05,0.91449678189407,763.269527439035,785.75513855831,TRUE,FALSE,22.4856111192757,NA,NA,NA
"Count errors","log","identity",0.00136552584122666,-0.756851148997113,0.615138625629095,0.04,0.0286542798612456,5.03895565613366e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.71689052996003e-06,0.615138625629095,0.04,0.0286542798612456,5.03895565613366e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.968051594559036,0.648,0.92389563576621,0.925808938842229,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.71689052996003e-06,0.569073455469288,731.39388972828,762.638295000304,TRUE,FALSE,31.2444052720243,NA,NA,NA
"Count errors","log","identity",1.7457547506029e-05,-1.00396985664467,0.939420742623692,0.6,0.297519163102791,0.00709928476537209,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.00694263481493985,0.939420742623692,0.6,0.297519163102791,0.00709928476537209,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.477802165879431,0.248,0.00190556046508082,0.0658674020028704,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.00694263481493985,0.157158168332306,722.733835181645,727.731316311037,TRUE,FALSE,4.99748112939244,NA,NA,NA
"Count errors","log","identity",0.00732518736373196,-0.682195264670653,0.0221410198166961,0,0.029344018106289,0.0253721622607644,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.00915391006271293,0.0221410198166961,0,0.029344018106289,0.0253721622607644,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.192682083389903,0,0.0256540512464554,0.0271516987598723,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.00915391006271293,0.0254553831350497,795.957794736287,798.339443275915,TRUE,FALSE,2.38164853962837,NA,NA,NA
"Count errors","log","identity",NA,NA,NA,NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA,0,"",0.633055214997992,0.272,0.914647685093316,0.899687650175466,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",NA,0.787319450855423,744.294576261282,NA,NA,NA,NA,NA,NA,NA
"Count errors","log","identity",8.99216001070776e-06,-1.16479904952405,0.492247400720386,0,0.203640979046709,0.00184915395238167,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.17574706253634e-07,0.492247400720386,0,0.203640979046709,0.00184915395238167,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.656128809259029,0.656,0.480648668257432,0.513465062304219,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.17574706253634e-07,0.236610215934189,753.955684322178,785.36135311239,TRUE,FALSE,31.4056687902123,NA,NA,NA
"Count errors","log","identity",0.0210861320068177,-0.571232243153809,0.364053682471576,0.056,0.000178317337656053,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.10672116992202e-10,0.364053682471576,0.056,0.000178317337656053,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.772161437076677,0.448,0.839609229189329,0.0718211828218786,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.10672116992202e-10,0.980884388473936,747.421269214624,783.694164014436,TRUE,FALSE,36.2728947998114,NA,NA,NA
"Count errors","log","identity",0.00185597749943435,-0.769387048693715,0.253198402087967,0.632,0.28171574474287,0.000320704470592958,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000952397772195081,0.253198402087967,0.632,0.28171574474287,0.000320704470592958,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.514699310896764,0.68,0.948385645624042,0.947388997607348,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000952397772195081,0.947049122988048,732.290439016415,746.785717078487,TRUE,FALSE,14.4952780620729,NA,NA,NA
"Count errors","log","identity",2.73216368425901e-06,-1.14397577344056,0.896628888313463,0.056,0.000315685990723624,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",3.42637055580263e-07,0.896628888313463,0.056,0.000315685990723624,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.447173428123008,0.648,0.480653774617499,0.834141858968278,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",3.42637055580263e-07,0.54453038476021,733.069457902983,764.879495909495,TRUE,FALSE,31.8100380065117,NA,NA,NA
"Count errors","log","identity",0.000127281361602066,-0.871648774346095,0.598307803831797,0.288,0.158358690852947,0.00981411821351386,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000313848948855721,0.598307803831797,0.288,0.158358690852947,0.00981411821351386,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.946629865491339,0.792,0.875044555728868,0.879098962995947,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000313848948855721,0.863323703280074,741.311704333338,757.819078825567,TRUE,FALSE,16.5073744922297,NA,NA,NA
"Count errors","log","identity",1.04296115781459e-05,-1.03297623460102,0.84759090493716,0.16,0.0363304512212099,0.00037395507073501,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",4.64657165861451e-05,0.84759090493716,0.16,0.0363304512212099,0.00037395507073501,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.582757489586173,0.768,0.99148056091464,0.897885145280946,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",4.64657165861451e-05,0.207328192073751,721.777681769874,744.379036788401,TRUE,FALSE,22.6013550185272,NA,NA,NA
"Count errors","log","identity",NA,NA,NA,NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA,0,"",0.755555185866916,0.08,0.301889819276136,0.0584893089503944,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",NA,0.00730717972108795,708.164215651096,NA,NA,NA,NA,NA,NA,NA
"Count errors","log","identity",0.255797002347353,-0.265828349736792,0.733749102714748,0.072,0.0724402867301046,0.00686924372298836,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.17830908540397e-06,0.733749102714748,0.072,0.0724402867301046,0.00686924372298836,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.987622817264887,0.392,0.850877167276692,0.840292430676291,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.17830908540397e-06,0.93746727151962,756.088392249367,775.889242432561,TRUE,FALSE,19.8008501831939,NA,NA,NA
"Count errors","log","identity",0.0135550431720288,-0.587108437890964,0.5358804400157,0.176,0.0697202513351525,0.00141938244832085,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",4.7714840143893e-06,0.5358804400157,0.176,0.0697202513351525,0.00141938244832085,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.847337403852835,0.68,0.985674043913093,0.929062130418737,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",4.7714840143893e-06,0.840488012781418,702.672741670573,726.504027050367,TRUE,FALSE,23.8312853797938,NA,NA,NA
"Count errors","log","identity",1.18652124493955e-07,-1.19386066810181,0.766934820473633,0.712,0.0518494521613755,0.00170786213706203,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",7.89762751989996e-05,0.766934820473633,0.712,0.0518494521613755,0.00170786213706203,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.78443340738006,0.24,0.98370926591325,0.939589030364907,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",7.89762751989996e-05,0.164837970847815,718.759280072915,732.724427821179,TRUE,FALSE,13.9651477482641,NA,NA,NA
"Count errors","log","identity",0.000445199851024134,-0.848087933194865,0.755996440552818,0.08,0,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.8902976090962e-10,0.755996440552818,0.08,0,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.598605742016679,0.312,0.822399132525318,0.951076974818253,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.8902976090962e-10,0.473326204071889,716.785664322647,760.906724933265,TRUE,FALSE,44.1210606106182,NA,NA,NA
"Count errors","log","identity",0.0114724189386404,-0.581145730631364,0.985710242939113,0.616,0.0340348676357096,0.0236869345860097,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.65483813639188e-05,0.985710242939113,0.616,0.0340348676357096,0.0236869345860097,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.983216211405579,0.568,0.918694487226172,0.982975637822159,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.65483813639188e-05,0.966010601757381,706.716461600521,721.599226790953,TRUE,FALSE,14.8827651904326,NA,NA,NA
"Count errors","log","identity",0.000188059415724886,-0.935459549215823,0.980712018420392,0.272,0.00235181389058314,3.10393106199292e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",6.69560749066978e-06,0.980712018420392,0.272,0.00235181389058314,3.10393106199292e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.692397380151958,0,0.999741263786648,0.986201077445994,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",6.69560749066978e-06,0.775988417114455,713.039835394752,736.411139581813,TRUE,FALSE,23.3713041870603,NA,NA,NA
"Count errors","log","identity",0.000517363599736349,-0.823312557781163,0.771014887987694,0.144,0.0259242423087066,0.00092243274403625,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000171905971198703,0.771014887987694,0.144,0.0259242423087066,0.00092243274403625,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.555435270851161,0.552,0.923616664600878,0.920974299819162,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000171905971198703,0.844908031805947,760.612527664417,776.55928885548,TRUE,FALSE,15.9467611910628,NA,NA,NA
"Count errors","log","identity",0.000305403426342375,-0.870143364433057,0.938566171605452,0.512,0.0709794325024867,0.000140574608800792,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.97924460504477e-05,0.938566171605452,0.512,0.0709794325024867,0.000140574608800792,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.999929942073633,0.264,0.955911029703074,0.730798847676465,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.97924460504477e-05,0.389907621563879,746.768505232035,772.48736800752,TRUE,FALSE,25.7188627754856,NA,NA,NA
"Count errors","log","identity",0.000658266340239201,-0.831575062047903,0.656525427155169,0.168,0.00367136163741688,7.58025441576216e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",5.02313715792763e-07,0.656525427155169,0.168,0.00367136163741688,7.58025441576216e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.962972511096041,0.904,0.859555810791898,0.84048813450726,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",5.02313715792763e-07,0.479915343928588,763.775388077212,791.861889314028,TRUE,FALSE,28.0865012368164,NA,NA,NA
"Count errors","log","identity",0.00422719601133386,-0.694520549250161,0.578213067139675,0.36,0.0015443324417751,8.69846074772473e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",7.28650211359399e-06,0.578213067139675,0.36,0.0015443324417751,8.69846074772473e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.967563305704157,0.768,0.914154656425386,0.129229779107482,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",7.28650211359399e-06,0.60315136154674,722.066572080859,746.09117722692,TRUE,FALSE,24.0246051460609,NA,NA,NA
"Count errors","log","identity",3.12298307187737e-07,-1.24396926320696,0.0824979952001669,0.008,-9.99552889657807e-06,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.18239368129358e-11,0.0824979952001669,0.008,-9.99552889657807e-06,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.996810944883481,0.416,0.840324835597741,0.655514646112199,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.18239368129358e-11,0.0330800726845673,729.819039411504,784.085093093599,TRUE,FALSE,54.2660536820956,NA,NA,NA
"Count errors","log","identity",2.86683597456265e-06,-1.16549510223083,0.809401838753003,0.28,0.174520115367329,0.144279635740987,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000687718163799115,0.809401838753003,0.28,0.174520115367329,0.144279635740987,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.94473676494479,0.928,0.950802610422944,0.980124579459069,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000687718163799115,0.684347300133145,743.214074330496,756.040215074709,TRUE,FALSE,12.8261407442126,NA,NA,NA
"Count errors","log","identity",0.00591809474594937,-0.675947805524381,0.491062121462564,0.08,0.0254823581964272,0.0106361859429023,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.2623944202303e-05,0.491062121462564,0.08,0.0254823581964272,0.0106361859429023,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.862741771993505,0.544,0.434497572657914,0.995468919719655,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.2623944202303e-05,0.511773298586748,730.513993691905,750.755341686233,TRUE,FALSE,20.2413479943278,NA,NA,NA
"Count errors","log","identity",0.00032914404909037,-0.829364928580594,0.246416713717439,0.048,0.000867112107941881,3.99333926126566e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",3.33389428252846e-09,0.246416713717439,0.048,0.000867112107941881,3.99333926126566e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.980940490755749,0.904,0.943685322736898,0.94403536558646,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",3.33389428252846e-09,0.330982361128178,732.658098394637,770.680253393468,TRUE,FALSE,38.0221549988314,NA,NA,NA
"Count errors","log","identity",7.3066752120382e-06,-1.07855012522243,0.886764481867223,0.592,0.115709928290068,0.000498439502535364,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",4.63461692456883e-05,0.886764481867223,0.592,0.115709928290068,0.000498439502535364,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.979098476498601,0.392,0.874614096998195,0.885941659689613,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",4.63461692456883e-05,0.664222818443138,741.646898366766,763.679964682687,TRUE,FALSE,22.0330663159211,NA,NA,NA
"Count errors","log","identity",0.00194869212376941,-0.717466413683282,0.395977449763359,0.024,0.0145186705162338,5.3788489165707e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.9982601076601e-09,0.395977449763359,0.024,0.0145186705162338,5.3788489165707e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.800278568352507,0.616,0.941838427647523,0.887168056913289,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.9982601076601e-09,0.849774275741729,748.56605695457,785.246468155683,TRUE,FALSE,36.6804112011137,NA,NA,NA
"Count errors","log","identity",0.00110737315511189,-0.751296705014252,0.233280521863149,0.416,8.11534438716066e-06,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",9.58920231768339e-09,0.233280521863149,0.416,8.11534438716066e-06,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.92018465415234,0.336,0.969964328360604,0.268788702858787,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",9.58920231768339e-09,0.774621681856879,721.121681896636,756.50884508779,TRUE,FALSE,35.3871631911546,NA,NA,NA
"Count errors","log","identity",2.03075858011843e-08,-1.13953478846411,0.222634329013344,0.888,0.0470031724037222,0.000163214721363825,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.54923566777167e-05,0.222634329013344,0.888,0.0470031724037222,0.000163214721363825,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.0510871211494872,0.064,0.65986134563101,0.46371173330541,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.54923566777167e-05,0.939081010676907,714.505506993784,736.318033068674,TRUE,FALSE,21.8125260748901,NA,NA,NA
"Count errors","log","identity",1.5724091535636e-05,-1.0240334773612,0.334924230355434,0,8.10991285662873e-05,-2.71461211196478e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.45852844773893e-08,0.334924230355434,0,8.10991285662873e-05,-2.71461211196478e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.948313362533747,0.496,0.891447343670494,0.948859240418687,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.45852844773893e-08,0.803460671202504,723.071026487265,758.250312416892,TRUE,FALSE,35.1792859296276,NA,NA,NA
"Count errors","log","identity",0.0040363812482052,-0.690222634692205,0.667754152625718,0.24,0.0489146921012282,6.64956576701403e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.44543171753154e-07,0.667754152625718,0.24,0.0489146921012282,6.64956576701403e-05,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.706145914087318,0.408,0.908761369209153,0.984660688763086,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.44543171753154e-07,0.588315641252255,722.415891788798,749.842233122964,TRUE,FALSE,27.4263413341661,NA,NA,NA
"Count errors","log","identity",0.000348963521580542,-0.892249712241873,0.079968613500735,0.064,0,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.27901196826961e-09,0.079968613500735,0.064,0,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.652434102744045,0.704,0.65369783473193,0.905585141476332,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.27901196826961e-09,0.183430182303539,751.559183039695,789.853135962792,TRUE,FALSE,38.2939529230973,NA,NA,NA
"Count errors","log","identity",3.57691012890936e-06,-1.10582141143444,0.393423545923462,0.04,0.0750424348561956,0.0195454903037439,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.04003653696634e-05,0.393423545923462,0.04,0.0750424348561956,0.0195454903037439,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.681816696154397,0.44,0.469212194504577,0.0719494928771037,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.04003653696634e-05,0.231206933039097,769.342094986227,787.203218059593,TRUE,FALSE,17.8611230733666,NA,NA,NA
"Count errors","log","identity",0.000749996471008283,-0.734159253503469,0.34375391063641,0.136,0,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",6.22488045035691e-12,0.34375391063641,0.136,0,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.99714277076238,0.336,0.900212808105135,0.996206359664506,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",6.22488045035691e-12,0.370448773021084,728.039544059349,778.519389294663,TRUE,FALSE,50.4798452353137,NA,NA,NA
"Count errors","log","identity",NA,NA,NA,NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA,0,"",0.43906341939992,0.704,0.980069089967486,0.869043466942387,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",NA,0.307747874827093,728.846737064343,NA,NA,NA,NA,NA,NA,NA
"Count errors","log","identity",0.000795087439989329,-0.829427004664171,0.409122663228403,0.992,0.152447902321684,0.0204668372956162,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000160237650791111,0.409122663228403,0.992,0.152447902321684,0.0204668372956162,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.415636838282191,0.376,0.857402178350682,0.86656345168346,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.000160237650791111,0.492819108811643,729.455280670754,744.255812515965,TRUE,FALSE,14.8005318452106,NA,NA,NA
"Count errors","log","identity",6.96284914232585e-05,-1.00063511795141,0.719235915483722,0.152,0.00835659006410949,2.90002479397256e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",5.31935363841172e-07,0.719235915483722,0.152,0.00835659006410949,2.90002479397256e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.330549125786144,0.736,0.621143777452594,0.741165283964735,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",5.31935363841172e-07,0.213737297419091,709.175238305976,743.15370768877,TRUE,FALSE,33.9784693827944,NA,NA,NA
"Count errors","log","identity",4.24037716803483e-06,-1.09143901888002,0.440700174357885,0.032,0.000950532684062089,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",5.80026990471944e-09,0.440700174357885,0.032,0.000950532684062089,0,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.892657898537825,0.736,0.947774469242166,0.128963520489924,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",5.80026990471944e-09,0.124186484116014,752.621896573047,794.640709566577,TRUE,FALSE,42.0188129935307,NA,NA,NA
"Count errors","log","identity",7.22902168476799e-05,-0.98679886536352,0.984472657287009,0.848,0.0926240790834829,0.00247981984511392,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.6335279279423e-05,0.984472657287009,0.848,0.0926240790834829,0.00247981984511392,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.527889452355557,0.288,0.887978704922763,0.953497385900888,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",1.6335279279423e-05,0.176663249166044,722.418639840532,739.114102226959,TRUE,FALSE,16.6954623864268,NA,NA,NA
"Count errors","log","identity",0.0144022624439355,-0.630378162572403,0.866195948296755,0.888,0.0750949477707845,0.00153425117184358,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.00124139741232425,0.866195948296755,0.888,0.0750949477707845,0.00153425117184358,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.884735041837265,0.2,0.973630586629142,0.996389892280629,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.00124139741232425,0.662434332568359,715.444198561571,728.83472699081,TRUE,FALSE,13.3905284292388,NA,NA,NA
"Count errors","log","identity",0.000965914475582636,-0.80695571892103,0.309518085236316,0.16,0.000196955800022533,0.0116040960180978,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.2839849773756e-05,0.309518085236316,0.16,0.000196955800022533,0.0116040960180978,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.986078653708616,0.672,0.246102933968364,0.886433205081044,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.2839849773756e-05,0.92944358670892,744.064715441967,762.52055827454,TRUE,FALSE,18.455842832573,NA,NA,NA
"Count errors","log","identity",0.00249586840830947,-0.729935451436975,0.939503110900876,0.664,0.00868443150051396,2.14694919842273e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.15890179741543e-06,0.939503110900876,0.664,0.00868443150051396,2.14694919842273e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.309422876268943,0.04,0.851103979518714,0.942752015966091,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.15890179741543e-06,0.913287025447251,718.803332676117,743.905209171051,TRUE,FALSE,25.1018764949347,NA,NA,NA
"Count errors","log","identity",8.52076088988198e-05,-1.0034424686221,0.806357273383927,0.072,0.000284306779778976,0.000441486629157661,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.76455576112507e-08,0.806357273383927,0.072,0.000284306779778976,0.000441486629157661,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.852318085787565,0.624,0.993193069036377,0.997733854339582,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",8.76455576112507e-08,0.460939975003454,724.652470806613,758.225039696852,TRUE,FALSE,33.5725688902389,NA,NA,NA
"Count errors","log","identity",2.77834697890756e-09,-1.37616551231614,0.516580559395391,0.024,0.0015386575015765,-1.91880409894374e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.84360854190978e-08,0.516580559395391,0.024,0.0015386575015765,-1.91880409894374e-06,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.979462826179229,0.896,0.855620242237094,0.85471061475805,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.84360854190978e-08,0.34668856206755,732.165714303807,771.984918316553,TRUE,FALSE,39.8192040127457,NA,NA,NA
"Count errors","log","identity",1.14798203822374e-07,-1.31119335778335,0.719120013432764,0.792,0.0615069814319051,0.00072745013737352,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.76485853981774e-05,0.719120013432764,0.792,0.0615069814319051,0.00072745013737352,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",0.978926322650405,0.44,0.955228638396608,0.981653127321969,NA,4,"uniformity; dispersion; quantile_fitted; quantile_predictor",2.76485853981774e-05,0.454803351695797,729.821695204774,750.563580764357,TRUE,FALSE,20.7418855595834,NA,NA,NA
